GeneID,TF_Family,TFID
Zm00001d039306,MYB,MYB117
Zm00001d041580,MYB,MYB118
Zm00001d037994,MYB,MYB119
Zm00001d013164,MYB,MYB12
Zm00001d027623,MYB,MYB120
Zm00001d032694,MYB,MYB121
Zm00001d046517,MYB,MYB122
Zm00001d023284,MYB,MYB123
Zm00001d011669,MYB,MYB124
Zm00001d032206,MYB,MYB125
Zm00001d016952,MYB,MYB126
Zm00001d041935,MYB,MYB127
Zm00001d040527,MYB,MYB128
Zm00001d013801,MYB,MYB129
Zm00001d002476,MYB,MYB13
Zm00001d038930,MYB,MYB130
Zm00001d039496,MYB,MYB131
Zm00001d025864,MYB,MYB132
Zm00001d001837,MYB,MYB133
Zm00001d024726,MYB,MYB134
Zm00001d042287,MYB,MYB135
Zm00001d040428,MYB,MYB136
Zm00001d040019,MYB,MYB137
Zm00001d043131,MYB,MYB138
Zm00001d005300,MYB,MYB139
Zm00001d021537,MYB,MYB14
Zm00001d020569,MYB,MYB140
Zm00001d006585,MYB,MYB141
Zm00001d051788,MYB,MYB142
Zm00001d030737,MYB,MYB143
Zm00001d051117,MYB,MYB144
Zm00001d040594,MYB,MYB145
Zm00001d032240,MYB,MYB146
Zm00001d010933,MYB,MYB147
Zm00001d045560,MYB,MYB148
Zm00001d024784,MYB,MYB149
Zm00001d042910,MYB,MYB15
Zm00001d014364,MYB,MYB150
Zm00001d043611,MYB,MYB151
Zm00001d021296,MYB,MYB152
Zm00001d019712,MYB,MYB153
Zm00001d047671,MYB,MYB154
Zm00001d024488,MYB,MYB155
Zm00001d029293,MYB,MYB156
Zm00001d016000,MYB,MYB157
Zm00001d036768,MYB,MYB158
Zm00001d020408,MYB,MYB159
Zm00001d052069,MYB,MYB16
Zm00001d013070,MYB,MYB160
Zm00001d014989,MYB,MYB161
Zm00001d020457,MYB,MYB162
Zm00001d012255,MYB,MYB163
Zm00001d031270,MYB,MYB164
Zm00001d048383,MYB,MYB165
Zm00001d051267,MYB,MYB166
Zm00001d032032,MYB,MYB167
Zm00001d053210,MYB,MYB17
Zm00001d034211,MYB,MYB18
Zm00001d051520,MYB,MYB19
Zm00001d037118,MYB,MYB2
Zm00001d039700,MYB,MYB20
Zm00001d035605,MYB,MYB21
Zm00001d008528,MYB,MYB22
Zm00001d022259,MYB,MYB23
Zm00001d011614,MYB,MYB24
Zm00001d010201,MYB,MYB25
Zm00001d017383,MYB,MYB26
Zm00001d044538,MYB,MYB27
Zm00001d050400,MYB,MYB28
Zm00001d047579,MYB,MYB29
Zm00001d028842,MYB,MYB3
Zm00001d010907,MYB,MYB30
Zm00001d006236,MYB,MYB31
Zm00001d042665,MYB,MYB32
Zm00001d032179,MYB,MYB33
Zm00001d042830,MYB,MYB34
Zm00001d005760,MYB,MYB35
Zm00001d012379,MYB,MYB36
Zm00001d013399,MYB,MYB37
Zm00001d032024,MYB,MYB38
Zm00001d051149,MYB,MYB39
Zm00001d048647,MYB,MYB4
Zm00001d040621,MYB,MYB40
Zm00001d017268,MYB,MYB41
Zm00001d053220,MYB,MYB42
Zm00001d040426,MYB,MYB43
Zm00001d040423,MYB,MYB44
Zm00001d018776,MYB,MYB45
Zm00001d028777,MYB,MYB46
Zm00001d043687,MYB,MYB47
Zm00001d018097,MYB,MYB48
Zm00001d003412,MYB,MYB49
Zm00001d026203,MYB,MYB5
Zm00001d015614,MYB,MYB50
Zm00001d041818,MYB,MYB51
Zm00001d047182,MYB,MYB52
Zm00001d044107,MYB,MYB53
Zm00001d002843,MYB,MYB54
Zm00001d030678,MYB,MYB56
Zm00001d035918,MYB,MYB57
Zm00001d033075,MYB,MYB58
Zm00001d036551,MYB,MYB59
Zm00001d041576,MYB,MYB6
Zm00001d008251,MYB,MYB60
Zm00001d053124,MYB,MYB61
Zm00001d035604,MYB,MYB62
Zm00001d052804,MYB,MYB63
Zm00001d004744,MYB,MYB64
Zm00001d026204,MYB,MYB65
Zm00001d020405,MYB,MYB66
Zm00001d053060,MYB,MYB67
Zm00001d026186,MYB,MYB68
Zm00001d023282,MYB,MYB69
Zm00001d006922,MYB,MYB7
Zm00001d022227,MYB,MYB70
Zm00001d037999,MYB,MYB71
Zm00001d003064,MYB,MYB72
Zm00001d033265,MYB,MYB73
Zm00001d012544,MYB,MYB74
Zm00001d028930,MYB,MYB75
Zm00001d008695,MYB,MYB76
Zm00001d033815,MYB,MYB77
Zm00001d032194,MYB,MYB78
Zm00001d012337,MYB,MYB79
Zm00001d041853,MYB,MYB8
Zm00001d034467,MYB,MYB80
Zm00001d039893,MYB,MYB81
Zm00001d046518,MYB,MYB82
Zm00001d032178,MYB,MYB83
Zm00001d025664,MYB,MYB84
Zm00001d038338,MYB,MYB85
Zm00001d017243,MYB,MYB86
Zm00001d046519,MYB,MYB87
Zm00001d048623,MYB,MYB88
Zm00001d017385,MYB,MYB89
Zm00001d026197,MYB,MYB9
Zm00001d009066,MYB,MYB90
Zm00001d009435,MYB,MYB91
Zm00001d024630,MYB,MYB92
Zm00001d037998,MYB,MYB93
Zm00001d009088,MYB,MYB95
Zm00001d009184,MYB,MYB96
Zm00001d052397,MYB,MYB97
Zm00001d031515,MYB,MYB98
Zm00001d038878,MYB,MYB99
Zm00001d010889,MYB,MYBR1
Zm00001d049236,MYB-related,MYBR10
Zm00001d017609,MYB-related,MYBR100
Zm00001d011252,MYB-related,MYBR101
Zm00001d031454,MYB-related,MYBR103
Zm00001d034891,MYB-related,MYBR104
Zm00001d003496,MYB-related,MYBR105
Zm00001d013265,MYB-related,MYBR106
Zm00001d008229,MYB-related,MYBR107
Zm00001d017507,MYB-related,MYBR11
Zm00001d044311,MYB-related,MYBR110
Zm00001d026017,MYB-related,MYBR111
Zm00001d010087,MYB-related,MYBR112
Zm00001d025930,MYB-related,MYBR113
Zm00001d004521,MYB-related,MYBR114
Zm00001d011515,MYB-related,MYBR115
Zm00001d006134,MYB-related,MYBR116
Zm00001d028846,MYB-related,MYBR12
Zm00001d038288,MYB-related,MYBR13
Zm00001d041847,MYB-related,MYBR14
Zm00001d032107,MYB-related,MYBR15
Zm00001d044409,MYB-related,MYBR17
Zm00001d008601,MYB-related,MYBR18
Zm00001d045162,MYB-related,MYBR19
Zm00001d008198,MYB-related,MYBR2
Zm00001d002545,MYB-related,MYBR20
Zm00001d008602,MYB-related,MYBR21
Zm00001d039475,MYB-related,MYBR22
Zm00001d008808,MYB-related,MYBR24
Zm00001d018320,MYB-related,MYBR25
Zm00001d024644,MYB-related,MYBR26
Zm00001d013694,MYB-related,MYBR27
Zm00001d006791,MYB-related,MYBR29
Zm00001d038270,MYB-related,MYBR3
Zm00001d019429,MYB-related,MYBR30
Zm00001d000184,MYB-related,MYBR31
Zm00001d029963,MYB-related,MYBR32
Zm00001d024810,MYB-related,MYBR33
Zm00001d049319,MYB-related,MYBR34
Zm00001d011297,MYB-related,MYBR35
Zm00001d002482,MYB-related,MYBR36
Zm00001d042756,MYB-related,MYBR37
Zm00001d016784,MYB-related,MYBR38
Zm00001d044118,MYB-related,MYBR39
Zm00001d005055,MYB-related,MYBR4
Zm00001d013777,MYB-related,MYBR40
Zm00001d044117,MYB-related,MYBR41
Zm00001d030738,MYB-related,MYBR42
Zm00001d029875,MYB-related,MYBR43
Zm00001d028851,MYB-related,MYBR44
Zm00001d034945,MYB-related,MYBR45
Zm00001d042849,MYB-related,MYBR46
Zm00001d039049,MYB-related,MYBR47
Zm00001d024547,MYB-related,MYBR48
Zm00001d040385,MYB-related,MYBR49
Zm00001d006848,MYB-related,MYBR5
Zm00001d002281,MYB-related,MYBR50
Zm00001d017642,MYB-related,MYBR52
Zm00001d033825,MYB-related,MYBR53
Zm00001d047960,MYB-related,MYBR54
Zm00001d012285,MYB-related,MYBR55
Zm00001d007883,MYB-related,MYBR56
Zm00001d039119,MYB-related,MYBR57
Zm00001d051480,MYB-related,MYBR58
Zm00001d044330,MYB-related,MYBR6
Zm00001d010472,MYB-related,MYBR60
Zm00001d000110,MYB-related,MYBR61
Zm00001d037836,MYB-related,MYBR62
Zm00001d035470,MYB-related,MYBR63
Zm00001d026456,MYB-related,MYBR65
Zm00001d018258,MYB-related,MYBR67
Zm00001d025823,MYB-related,MYBR68
Zm00001d045581,MYB-related,MYBR69
Zm00001d043696,MYB-related,MYBR7
Zm00001d026362,MYB-related,MYBR71
Zm00001d047716,MYB-related,MYBR72
Zm00001d004681,MYB-related,MYBR73
Zm00001d011692,MYB-related,MYBR75
Zm00001d040464,MYB-related,MYBR76
Zm00001d036632,MYB-related,MYBR77
Zm00001d017782,MYB-related,MYBR78
Zm00001d049543,MYB-related,MYBR79
Zm00001d039750,MYB-related,MYBR80
Zm00001d024809,MYB-related,MYBR81
Zm00001d020947,MYB-related,MYBR82
Zm00001d049495,MYB-related,MYBR83
Zm00001d024627,MYB-related,MYBR84
Zm00001d010967,MYB-related,MYBR85
Zm00001d046974,MYB-related,MYBR86
Zm00001d009599,MYB-related,MYBR87
Zm00001d053687,MYB-related,MYBR88
Zm00001d043968,MYB-related,MYBR89
Zm00001d024814,MYB-related,MYBR9
Zm00001d014117,MYB-related,MYBR90
Zm00001d049581,MYB-related,MYBR92
Zm00001d003284,MYB-related,MYBR93
Zm00001d016914,MYB-related,MYBR94
Zm00001d034947,MYB-related,MYBR95
Zm00001d014863,MYB-related,MYBR96
Zm00001d044194,MYB-related,MYBR97
Zm00001d036356,MYB-related,MYBR98
Zm00001d013827,MYB-related,MYBR99
Zm00001d011555,NAC,NAC1
Zm00001d017396,NAC,NAC10
Zm00001d041886,NAC,NAC100
Zm00001d050960,NAC,NAC101
Zm00001d002934,NAC,NAC103
Zm00001d018435,NAC,NAC104
Zm00001d049687,NAC,NAC105
Zm00001d010144,NAC,NAC107
Zm00001d041472,NAC,NAC108
Zm00001d042609,NAC,NAC109
Zm00001d028995,NAC,NAC11
Zm00001d024268,NAC,NAC110
Zm00001d003293,NAC,NAC111
Zm00001d038227,NAC,NAC112
Zm00001d014405,NAC,NAC113
Zm00001d031463,NAC,NAC114
Zm00001d049678,NAC,NAC115
Zm00001d037029,NAC,NAC116
Zm00001d045617,NAC,NAC117
Zm00001d008399,NAC,NAC118
Zm00001d035266,NAC,NAC119
Zm00001d049913,NAC,NAC12
Zm00001d002945,NAC,NAC120
Zm00001d021424,NAC,NAC121
Zm00001d022424,NAC,NAC122
Zm00001d035084,NAC,NAC123
Zm00001d046126,NAC,NAC124
Zm00001d000112,NAC,NAC125
Zm00001d005028,NAC,NAC126
Zm00001d014843,NAC,NAC127
Zm00001d040189,NAC,NAC128
Zm00001d017084,NAC,NAC13
Zm00001d008403,NAC,NAC130
Zm00001d002828,NAC,NAC131
Zm00001d021818,NAC,NAC132
Zm00001d016814,NAC,NAC133
Zm00001d011589,NAC,NAC134
Zm00001d020446,NAC,NAC14
Zm00001d025684,NAC,NAC15
Zm00001d039506,NAC,NAC16
Zm00001d051140,NAC,NAC17
Zm00001d021423,NAC,NAC18
Zm00001d016119,NAC,NAC19
Zm00001d022517,NAC,NAC2
Zm00001d038221,NAC,NAC20
Zm00001d036050,NAC,NAC21
Zm00001d002285,NAC,NAC22
Zm00001d012527,NAC,NAC23
Zm00001d006053,NAC,NAC24
Zm00001d023294,NAC,NAC25
Zm00001d051879,NAC,NAC26
Zm00001d051294,NAC,NAC27
Zm00001d018702,NAC,NAC28
Zm00001d047554,NAC,NAC29
Zm00001d038207,NAC,NAC3
Zm00001d016950,NAC,NAC30
Zm00001d038289,NAC,NAC31
Zm00001d003414,NAC,NAC32
Zm00001d027459,NAC,NAC33
Zm00001d003080,NAC,NAC34
Zm00001d006106,NAC,NAC35
Zm00001d003052,NAC,NAC36
Zm00001d050410,NAC,NAC37
Zm00001d010227,NAC,NAC38
Zm00001d048347,NAC,NAC39
Zm00001d019207,NAC,NAC4
Zm00001d050893,NAC,NAC40
Zm00001d052564,NAC,NAC41
Zm00001d036364,NAC,NAC42
Zm00001d030023,NAC,NAC43
Zm00001d028999,NAC,NAC44
Zm00001d048044,NAC,NAC45
Zm00001d045600,NAC,NAC46
Zm00001d008817,NAC,NAC47
Zm00001d031655,NAC,NAC48
Zm00001d034601,NAC,NAC49
Zm00001d005208,NAC,NAC5
Zm00001d031164,NAC,NAC50
Zm00001d051956,NAC,NAC51
Zm00001d008801,NAC,NAC52
Zm00001d027530,NAC,NAC53
Zm00001d035076,NAC,NAC54
Zm00001d032182,NAC,NAC55
Zm00001d020982,NAC,NAC56
Zm00001d050870,NAC,NAC58
Zm00001d013003,NAC,NAC60
Zm00001d024543,NAC,NAC61
Zm00001d034984,NAC,NAC62
Zm00001d021069,NAC,NAC63
Zm00001d028178,NAC,NAC64
Zm00001d025861,NAC,NAC65
Zm00001d040318,NAC,NAC66
Zm00001d023669,NAC,NAC67
Zm00001d045616,NAC,NAC68
Zm00001d037315,NAC,NAC69
Zm00001d034277,NAC,NAC7
Zm00001d043094,NAC,NAC70
Zm00001d003583,NAC,NAC71
Zm00001d011590,NAC,NAC72
Zm00001d018773,NAC,NAC73
Zm00001d013151,NAC,NAC74
Zm00001d049860,NAC,NAC75
Zm00001d003626,NAC,NAC76
Zm00001d049540,NAC,NAC77
Zm00001d027395,NAC,NAC78
Zm00001d042246,NAC,NAC80
Zm00001d043921,NAC,NAC82
Zm00001d009244,NAC,NAC83
Zm00001d041791,NAC,NAC84
Zm00001d025483,NAC,NAC85
Zm00001d045463,NAC,NAC86
Zm00001d039004,NAC,NAC87
Zm00001d010239,NAC,NAC88
Zm00001d011969,NAC,NAC9
Zm00001d042288,NAC,NAC90
Zm00001d045601,NAC,NAC91
Zm00001d050039,NAC,NAC92
Zm00001d042758,NAC,NAC93
Zm00001d043877,NAC,NAC94
Zm00001d042580,NAC,NAC95
Zm00001d007850,NAC,NAC96
Zm00001d008308,NAC,NAC97
Zm00001d046246,NAC,NAC98
Zm00001d048059,NAC,NAC99
Zm00001d039250,NLP,NLP1
Zm00001d044519,NLP,NLP10
Zm00001d053437,NLP,NLP11
Zm00001d018035,NLP,NLP12
Zm00001d021442,NLP,NLP13
Zm00001d044825,NLP,NLP14
Zm00001d015201,NLP,NLP15
Zm00001d041160,NLP,NLP16
Zm00001d006293,NLP,NLP17
Zm00001d002661,NLP,NLP2
Zm00001d003176,NLP,NLP3
Zm00001d009017,NLP,NLP4
Zm00001d011142,NLP,NLP5
Zm00001d039266,NLP,NLP6
Zm00001d027510,NLP,NLP7
Zm00001d037786,NLP,NLP8
Zm00001d025757,NLP,NLP9
Zm00001d027453,OVATE,OFP1
Zm00001d004881,OVATE,OFP10
Zm00001d004882,OVATE,OFP11
Zm00001d007168,OVATE,OFP12
Zm00001d039313,OVATE,OFP13
Zm00001d042752,OVATE,OFP14
Zm00001d042753,OVATE,OFP15
Zm00001d043046,OVATE,OFP16
Zm00001d043470,OVATE,OFP17
Zm00001d043535,OVATE,OFP18
Zm00001d044167,OVATE,OFP19
Zm00001d027739,OVATE,OFP2
Zm00001d044357,OVATE,OFP20
Zm00001d052605,OVATE,OFP21
Zm00001d052606,OVATE,OFP22
Zm00001d017606,OVATE,OFP23
Zm00001d034973,OVATE,OFP24
Zm00001d037814,OVATE,OFP25
Zm00001d038283,OVATE,OFP26
Zm00001d038284,OVATE,OFP27
Zm00001d038473,OVATE,OFP28
Zm00001d038714,OVATE,OFP29
Zm00001d000458,OVATE,OFP3
Zm00001d020198,OVATE,OFP30
Zm00001d022446,OVATE,OFP31
Zm00001d008785,OVATE,OFP32
Zm00001d009993,OVATE,OFP33
Zm00001d011410,OVATE,OFP34
Zm00001d012282,OVATE,OFP35
Zm00001d012498,OVATE,OFP36
Zm00001d047346,OVATE,OFP37
Zm00001d023455,OVATE,OFP38
Zm00001d023456,OVATE,OFP39
Zm00001d029067,OVATE,OFP4
Zm00001d025534,OVATE,OFP40
Zm00001d026061,OVATE,OFP41
Zm00001d026661,OVATE,OFP42
Zm00001d026663,OVATE,OFP43
Zm00001d029718,OVATE,OFP5
Zm00001d032903,OVATE,OFP6
Zm00001d002594,OVATE,OFP7
Zm00001d003521,OVATE,OFP8
Zm00001d003762,OVATE,OFP9
Zm00001d002369,Orphans,Orphan1
Zm00001d013967,Orphans,Orphan10
Zm00001d012767,Orphans,Orphan100
Zm00001d048989,Orphans,Orphan101
Zm00001d011195,Orphans,Orphan102
Zm00001d012005,Orphans,Orphan104
Zm00001d032837,Orphans,Orphan105
Zm00001d004772,Orphans,Orphan107
Zm00001d018235,Orphans,Orphan108
Zm00001d032838,Orphans,Orphan109
Zm00001d012401,Orphans,Orphan11
Zm00001d014286,Orphans,Orphan110
Zm00001d041437,Orphans,Orphan111
Zm00001d005071,Orphans,Orphan112
Zm00001d033968,Orphans,Orphan114
Zm00001d032637,Orphans,Orphan115
Zm00001d051874,Orphans,Orphan116
Zm00001d017147,Orphans,Orphan117
Zm00001d030229,Orphans,Orphan118
Zm00001d045533,Orphans,Orphan12
Zm00001d019555,Orphans,Orphan120
Zm00001d050200,Orphans,Orphan123
Zm00001d047483,Orphans,Orphan124
Zm00001d020129,Orphans,Orphan125
Zm00001d044406,Orphans,Orphan126
Zm00001d007264,Orphans,Orphan127
Zm00001d000387,Orphans,Orphan129
Zm00001d011062,Orphans,Orphan13
Zm00001d001988,Orphans,Orphan130
Zm00001d005051,Orphans,Orphan131
Zm00001d047384,Orphans,Orphan132
Zm00001d013094,Orphans,Orphan133
Zm00001d017412,Orphans,Orphan134
Zm00001d006212,Orphans,Orphan135
Zm00001d000302,Orphans,Orphan136
Zm00001d021714,Orphans,Orphan137
Zm00001d032943,Orphans,Orphan138
Zm00001d027570,Orphans,Orphan14
Zm00001d011132,Orphans,Orphan140
Zm00001d002630,Orphans,Orphan141
Zm00001d009626,Orphans,Orphan142
Zm00001d030848,Orphans,Orphan143
Zm00001d049777,Orphans,Orphan144
Zm00001d016370,Orphans,Orphan147
Zm00001d000124,Orphans,Orphan148
Zm00001d036418,Orphans,Orphan149
Zm00001d043691,Orphans,Orphan15
Zm00001d026535,Orphans,Orphan150
Zm00001d011849,Orphans,Orphan151
Zm00001d003509,Orphans,Orphan152
Zm00001d039437,Orphans,Orphan153
Zm00001d011495,Orphans,Orphan154
Zm00001d041395,Orphans,Orphan155
Zm00001d030518,Orphans,Orphan156
Zm00001d033786,Orphans,Orphan157
Zm00001d027572,Orphans,Orphan158
Zm00001d001858,Orphans,Orphan159
Zm00001d018859,Orphans,Orphan16
Zm00001d013555,Orphans,Orphan160
Zm00001d035492,Orphans,Orphan161
Zm00001d013741,Orphans,Orphan162
Zm00001d044598,Orphans,Orphan163
Zm00001d028066,Orphans,Orphan164
Zm00001d035776,Orphans,Orphan165
Zm00001d017307,Orphans,Orphan166
Zm00001d050959,Orphans,Orphan167
Zm00001d020053,Orphans,Orphan168
Zm00001d039163,Orphans,Orphan169
Zm00001d036803,Orphans,Orphan17
Zm00001d025323,Orphans,Orphan170
Zm00001d031549,Orphans,Orphan171
Zm00001d014074,Orphans,Orphan172
Zm00001d009364,Orphans,Orphan173
Zm00001d016106,Orphans,Orphan174
Zm00001d025957,Orphans,Orphan175
Zm00001d048352,Orphans,Orphan176
Zm00001d034109,Orphans,Orphan177
Zm00001d040883,Orphans,Orphan178
Zm00001d051018,Orphans,Orphan179
Zm00001d022366,Orphans,Orphan18
Zm00001d021291,Orphans,Orphan180
Zm00001d006614,Orphans,Orphan181
Zm00001d053594,Orphans,Orphan182
Zm00001d010795,Orphans,Orphan183
Zm00001d049651,Orphans,Orphan184
Zm00001d034151,Orphans,Orphan185
Zm00001d001865,Orphans,Orphan186
Zm00001d050614,Orphans,Orphan187
Zm00001d012441,Orphans,Orphan188
Zm00001d047239,Orphans,Orphan189
Zm00001d035208,Orphans,Orphan190
Zm00001d021278,Orphans,Orphan191
Zm00001d020512,Orphans,Orphan192
Zm00001d047732,Orphans,Orphan193
Zm00001d048369,Orphans,Orphan194
Zm00001d024325,Orphans,Orphan195
Zm00001d044819,Orphans,Orphan197
Zm00001d003195,Orphans,Orphan198
Zm00001d037688,Orphans,Orphan199
Zm00001d016474,Orphans,Orphan2
Zm00001d052943,Orphans,Orphan200
Zm00001d008429,Orphans,Orphan201
Zm00001d052852,Orphans,Orphan202
Zm00001d033662,Orphans,Orphan204
Zm00001d006580,Orphans,Orphan206
Zm00001d032691,Orphans,Orphan207
Zm00001d047761,Orphans,Orphan208
Zm00001d008563,Orphans,Orphan209
Zm00001d001953,Orphans,Orphan21
Zm00001d016332,Orphans,Orphan210
Zm00001d053259,Orphans,Orphan211
Zm00001d033941,Orphans,Orphan212
Zm00001d032381,Orphans,Orphan213
Zm00001d005769,Orphans,Orphan215
Zm00001d003074,Orphans,Orphan216
Zm00001d022590,Orphans,Orphan217
Zm00001d004875,Orphans,Orphan218
Zm00001d020726,Orphans,Orphan219
Zm00001d028615,Orphans,Orphan22
Zm00001d012962,Orphans,Orphan220
Zm00001d004372,Orphans,Orphan221
Zm00001d033082,Orphans,Orphan222
Zm00001d048359,Orphans,Orphan223
Zm00001d022565,Orphans,Orphan224
Zm00001d013276,Orphans,Orphan225
Zm00001d007207,Orphans,Orphan226
Zm00001d053313,Orphans,Orphan227
Zm00001d007530,Orphans,Orphan229
Zm00001d013182,Orphans,Orphan23
Zm00001d032932,Orphans,Orphan230
Zm00001d000139,Orphans,Orphan232
Zm00001d036395,Orphans,Orphan233
Zm00001d016898,Orphans,Orphan234
Zm00001d050768,Orphans,Orphan235
Zm00001d023314,Orphans,Orphan237
Zm00001d017977,Orphans,Orphan238
Zm00001d011364,Orphans,Orphan239
Zm00001d027598,Orphans,Orphan24
Zm00001d038861,Orphans,Orphan240
Zm00001d048437,Orphans,Orphan241
Zm00001d025705,Orphans,Orphan242
Zm00001d033344,Orphans,Orphan244
Zm00001d014110,Orphans,Orphan245
Zm00001d038457,Orphans,Orphan246
Zm00001d023313,Orphans,Orphan247
Zm00001d014297,Orphans,Orphan248
Zm00001d038846,Orphans,Orphan249
Zm00001d015279,Orphans,Orphan25
Zm00001d039192,Orphans,Orphan250
Zm00001d033211,Orphans,Orphan251
Zm00001d025548,Orphans,Orphan252
Zm00001d023585,Orphans,Orphan253
Zm00001d043271,Orphans,Orphan254
Zm00001d004771,Orphans,Orphan255
Zm00001d005366,Orphans,Orphan256
Zm00001d017241,Orphans,Orphan257
Zm00001d004953,Orphans,Orphan258
Zm00001d026594,Orphans,Orphan259
Zm00001d035134,Orphans,Orphan26
Zm00001d023640,Orphans,Orphan260
Zm00001d017079,Orphans,Orphan261
Zm00001d004357,Orphans,Orphan262
Zm00001d036710,Orphans,Orphan264
Zm00001d017861,Orphans,Orphan265
Zm00001d002982,Orphans,Orphan266
Zm00001d018887,Orphans,Orphan267
Zm00001d031662,Orphans,Orphan268
Zm00001d048131,Orphans,Orphan27
Zm00001d009773,Orphans,Orphan270
Zm00001d024200,Orphans,Orphan271
Zm00001d012994,Orphans,Orphan272
Zm00001d024445,Orphans,Orphan273
Zm00001d030864,Orphans,Orphan274
Zm00001d012167,Orphans,Orphan275
Zm00001d003297,Orphans,Orphan276
Zm00001d028075,Orphans,Orphan277
Zm00001d021817,Orphans,Orphan278
Zm00001d052110,Orphans,Orphan279
Zm00001d053880,Orphans,Orphan28
Zm00001d023242,Orphans,Orphan280
Zm00001d051689,Orphans,Orphan281
Zm00001d009719,Orphans,Orphan282
Zm00001d028056,Orphans,Orphan283
Zm00001d049684,Orphans,Orphan284
Zm00001d011131,Orphans,Orphan285
Zm00001d046752,Orphans,Orphan286
Zm00001d043510,Orphans,Orphan287
Zm00001d001767,Orphans,Orphan288
Zm00001d022500,Orphans,Orphan289
Zm00001d052125,Orphans,Orphan290
Zm00001d034366,Orphans,Orphan291
Zm00001d034927,Orphans,Orphan292
Zm00001d004390,Orphans,Orphan293
Zm00001d031329,Orphans,Orphan294
Zm00001d021636,Orphans,Orphan295
Zm00001d024732,Orphans,Orphan296
Zm00001d009385,Orphans,Orphan297
Zm00001d021528,Orphans,Orphan3
Zm00001d024909,Orphans,Orphan30
Zm00001d043783,Orphans,Orphan300
Zm00001d049244,Orphans,Orphan301
Zm00001d031098,Orphans,Orphan302
Zm00001d034400,Orphans,Orphan303
Zm00001d044015,Orphans,Orphan304
Zm00001d032692,Orphans,Orphan305
Zm00001d021785,Orphans,Orphan306
Zm00001d053354,Orphans,Orphan307
Zm00001d006198,Orphans,Orphan308
Zm00001d046828,Orphans,Orphan309
Zm00001d014765,Orphans,Orphan31
Zm00001d022347,Orphans,Orphan310
Zm00001d024353,Orphans,Orphan311
Zm00001d017670,Orphans,Orphan312
Zm00001d043655,Orphans,Orphan313
Zm00001d014797,Orphans,Orphan314
Zm00001d025472,Orphans,Orphan315
Zm00001d002046,Orphans,Orphan316
Zm00001d051889,Orphans,Orphan317
Zm00001d006553,Orphans,Orphan318
Zm00001d049347,Orphans,Orphan319
Zm00001d047412,Orphans,Orphan32
Zm00001d020100,Orphans,Orphan320
Zm00001d014963,Orphans,Orphan321
Zm00001d007050,Orphans,Orphan322
Zm00001d040123,Orphans,Orphan323
Zm00001d028069,Orphans,Orphan324
Zm00001d013220,Orphans,Orphan326
Zm00001d000176,Orphans,Orphan327
Zm00001d005609,Orphans,Orphan328
Zm00001d019519,Orphans,Orphan329
Zm00001d038838,Orphans,Orphan33
Zm00001d019495,Orphans,Orphan330
Zm00001d007904,Orphans,Orphan331
Zm00001d053399,Orphans,Orphan332
Zm00001d016894,Orphans,Orphan334
Zm00001d017643,Orphans,Orphan335
Zm00001d042958,Orphans,Orphan336
Zm00001d025055,Orphans,Orphan337
Zm00001d034738,Orphans,Orphan338
Zm00001d041453,Orphans,Orphan339
Zm00001d010975,Orphans,Orphan34
Zm00001d018260,Orphans,Orphan340
Zm00001d015504,Orphans,Orphan341
Zm00001d029297,Orphans,Orphan342
Zm00001d013412,Orphans,Orphan344
Zm00001d008819,Orphans,Orphan345
Zm00001d016063,Orphans,Orphan346
Zm00001d015268,Orphans,Orphan347
Zm00001d036214,Orphans,Orphan348
Zm00001d009085,Orphans,Orphan349
Zm00001d040728,Orphans,Orphan35
Zm00001d053566,Orphans,Orphan350
Zm00001d047209,Orphans,Orphan351
Zm00001d007240,Orphans,Orphan352
Zm00001d045098,Orphans,Orphan353
Zm00001d041035,Orphans,Orphan354
Zm00001d042886,Orphans,Orphan355
Zm00001d027571,Orphans,Orphan357
Zm00001d044988,Orphans,Orphan358
Zm00001d002146,Orphans,Orphan359
Zm00001d019944,Orphans,Orphan36
Zm00001d033280,Orphans,Orphan37
Zm00001d039639,Orphans,Orphan38
Zm00001d009747,Orphans,Orphan39
Zm00001d052781,Orphans,Orphan4
Zm00001d009620,Orphans,Orphan40
Zm00001d026269,Orphans,Orphan41
Zm00001d028752,Orphans,Orphan42
Zm00001d029149,Orphans,Orphan43
Zm00001d000391,Orphans,Orphan44
Zm00001d004102,Orphans,Orphan46
Zm00001d007068,Orphans,Orphan47
Zm00001d029197,Orphans,Orphan49
Zm00001d014165,Orphans,Orphan5
Zm00001d038655,Orphans,Orphan50
Zm00001d032768,Orphans,Orphan51
Zm00001d021976,Orphans,Orphan52
Zm00001d042973,Orphans,Orphan53
Zm00001d026084,Orphans,Orphan54
Zm00001d025855,Orphans,Orphan55
Zm00001d044301,Orphans,Orphan56
Zm00001d026363,Orphans,Orphan57
Zm00001d035846,Orphans,Orphan58
Zm00001d042312,Orphans,Orphan59
Zm00001d051812,Orphans,Orphan61
Zm00001d046831,Orphans,Orphan62
Zm00001d037051,Orphans,Orphan63
Zm00001d032836,Orphans,Orphan64
Zm00001d046778,Orphans,Orphan66
Zm00001d002542,Orphans,Orphan67
Zm00001d011138,Orphans,Orphan68
Zm00001d044525,Orphans,Orphan69
Zm00001d037949,Orphans,Orphan70
Zm00001d025780,Orphans,Orphan71
